,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
FOXD3,2.274705,1.1996504,-1.2114592,3.3237274,-0.8523109,-0.007767268,0.1432163,3.1036348,-0.19894981,0.32672033,0.073717356,-1.3117331,2.1998677,0.69315565,-2.2829995,1.0700319,-0.3749715,2.614338,0.23435816,-0.27881327,-0.96950746,-0.23913103,0.5780447,0.30819982,1.3430808,-0.7571793,-2.1414876,2.3289213,-0.29051942,-1.3719914,-2.3689156,-0.0077933,1.009849,-2.722322,-3.355871,-1.8882068,-4.6504774,-0.3948936,2.7533307,-0.3553061,2.7978342,-3.1012528,0.060963925,-0.9181588,0.8611817,2.2223268,-1.0826833,-2.4512527,0.49001533,2.7270381,-2.4077742,2.02429,0.05912006,-1.156069,3.0405889,-0.048510704,-1.611513,-1.9599324,1.6355395,2.5312047,-2.0650861,-1.0760446,0.4302715,-0.4906561
RUNX2,2.767943,2.8918889,-3.9719255,5.5678244,-1.4462546,0.25101963,-0.4079484,4.898048,-1.3546801,-1.196311,0.6323332,-0.5808775,3.7503042,1.634504,-3.8254948,2.6731803,0.91278136,2.1777349,1.8173095,-1.3892311,-2.7308233,-2.015886,0.93401575,2.1842437,2.0164094,-2.6883678,-3.8228707,2.9079657,-0.40177515,0.4580051,-3.736884,-0.9663453,0.9558723,-1.1126709,-4.4770517,-0.72889495,-6.505949,-0.81670547,4.626985,-1.1163366,2.1884117,-3.9797592,0.5853748,-0.22142725,-0.18581247,2.6383486,-1.7191875,-2.3248472,-0.37683916,2.1040418,-1.9302882,0.9217138,0.3151712,0.52146155,3.8025413,-1.8170315,-1.3767583,-2.531566,0.67784685,3.0535192,-1.651611,-1.117602,1.326403,-1.1914635
MMP9,2.5130215,2.1781013,-3.6593087,4.069137,-2.3770113,-0.23405863,0.045439735,3.0610447,-0.93819046,-0.15867212,1.2420986,-0.88582224,2.2264569,1.5817764,-3.421894,4.0272164,-0.4711587,0.96007556,1.0384655,-0.7202221,-1.775097,-2.1678004,-0.4574241,2.3208296,1.6417451,-1.5726011,-2.7357483,2.691223,0.32936558,-0.24235687,-3.5966835,-1.428354,1.6787283,-1.1301833,-4.256691,0.76045257,-6.367121,-2.1349936,3.6880672,-1.0352135,1.0101962,-0.99908084,0.50784945,-0.48258656,1.1166823,1.1288201,-1.3067442,-2.0447624,-0.3259728,1.9177014,-2.7219553,-0.08919655,-1.1826546,0.6337254,2.152693,-1.4655744,0.2810281,-1.6032408,1.1779928,1.3809619,-1.4028064,0.51377815,1.0057774,-0.86668164
NOX1,2.8815384,1.7730285,-3.3445632,4.258425,-2.2083747,-0.122435525,0.23334503,3.2505705,-0.4988967,0.27193943,1.00777,-1.467028,2.0059345,1.486527,-3.2010586,3.463639,-0.9467845,1.8896409,0.7228078,-0.4942678,-1.2937366,-1.3811991,-0.16130254,1.5463572,1.6547118,-1.1703722,-2.5246122,3.166115,-0.037471287,-1.241783,-3.6980183,-1.064271,1.8309648,-2.5405762,-4.76283,-0.21880014,-6.370833,-1.8725256,3.6279616,-0.75161797,2.0773518,-1.671434,0.20831846,-0.8908806,1.5956267,1.4834416,-1.2461447,-2.5532875,0.025814058,2.8806999,-3.388151,0.96307874,-1.2307912,-0.33019403,2.6555412,-0.83902794,-0.4776304,-1.8686252,1.4204271,2.2045126,-2.1161473,-0.036606327,0.78285474,-0.6803273
CHD6,2.9516985,3.1581397,-3.3944004,6.3614693,-0.49426538,0.7662879,-0.6188366,5.492967,-1.2789254,-1.378623,0.2093462,-0.78912127,4.5259194,1.6165088,-3.766424,1.0237168,1.4561898,3.4287636,1.9239337,-1.7663463,-2.7402375,-1.0392214,1.9298359,1.4410552,2.094652,-2.8433206,-4.293461,2.9694788,-1.0821337,0.132282,-3.5977705,-0.30674517,0.403892,-1.9711264,-4.5605097,-2.5378797,-6.123132,0.28775504,4.5601115,-0.950342,3.3435397,-6.494982,0.37846693,-0.33662212,-0.910019,3.7575576,-1.9445763,-2.7690787,0.10780331,2.5661643,-1.4119538,2.3589249,1.3974738,-0.21740611,4.8408604,-1.7005976,-2.6728306,-3.1977139,0.48032358,4.628856,-1.8251925,-2.4085093,1.4514579,-0.94701576
CPX-2479,3.1934788,2.0202992,-4.2823744,4.827632,-2.5521474,-0.22821832,0.101925045,3.1646461,-1.2462128,-0.66895455,0.65481985,-0.8106702,2.6115563,2.4002757,-3.5779698,3.7114491,-0.57936275,1.5413197,1.0998502,-0.8343446,-1.6906198,-2.0070899,-0.4519144,2.6760163,1.4951204,-1.6847255,-2.468547,2.864891,0.34973285,-0.4922938,-3.7515447,-1.7567191,1.5916646,-1.0886256,-4.603312,-0.31819627,-6.4293413,-1.767798,3.3723328,-1.2038604,1.3704067,-2.042989,0.26400715,-0.58342075,0.8969881,1.0780194,-1.4516938,-1.7127229,-0.11257381,2.655397,-3.0091188,0.73786116,-0.44496983,0.98617375,2.4880636,-2.1045904,-0.19739728,-1.650303,0.6016166,3.0016527,-1.49879,-0.20441133,0.9913454,-0.682665
CPX-2497,3.5617297,2.31845,-5.060733,5.494062,-2.8665032,-0.21611471,0.14344454,3.3574245,-1.5327636,-0.9101565,0.8118973,-0.8775122,2.8921196,2.8069618,-4.00645,4.18528,-0.6602682,1.6664656,1.4242438,-1.060949,-1.8778778,-2.1985123,-0.4866692,3.0422113,1.5594743,-2.001444,-2.7115235,3.1732209,0.27057996,-0.5058624,-4.2997713,-2.0684848,1.6902678,-1.0729107,-5.22448,-0.35315877,-6.9694304,-1.9643824,3.695324,-1.3326967,1.4158176,-2.3389292,0.2967907,-0.6556106,0.87920165,1.0874523,-1.6084541,-1.7935206,-0.2153239,2.881505,-3.2228708,0.7451254,-0.46285564,1.3003502,2.6447506,-2.5637937,-0.16816011,-1.7947054,0.31681472,3.531143,-1.5032655,-0.19123486,1.149835,-0.70824146
CPX-6567,3.574836,1.9288553,-5.001296,5.0800443,-3.1410773,-0.39676374,0.32138407,3.0048895,-1.4170539,-0.7225125,0.7503317,-0.99623364,2.4509568,2.8663638,-3.864635,4.3936186,-1.0983918,1.5833564,1.1788121,-0.8066199,-1.5651808,-2.1656883,-0.7922698,3.0515068,1.4143205,-1.6725988,-2.2582471,3.1497006,0.4912049,-0.7766765,-4.2547827,-2.1704605,1.8628138,-1.1336449,-5.212657,-0.19815144,-6.8876767,-2.1670306,3.4274814,-1.2813636,1.2764058,-1.665179,0.23194106,-0.77131957,1.2700754,0.6638502,-1.5174872,-1.6434736,-0.22718802,3.0606363,-3.6117353,0.68832374,-0.68134147,1.2898625,2.3047738,-2.3914356,0.093713075,-1.564194,0.42672864,3.3518217,-1.5538037,0.034854107,1.0049083,-0.68642265
UGT1A4,0.60015786,-0.99635416,0.019313483,-1.9917945,-2.8277924,-2.9177392,1.9028615,-1.5327523,-0.6043992,1.0887272,0.23719695,-1.4129456,-0.7709984,0.5452541,-1.0454936,3.4920676,-3.0672998,-0.60343766,0.09786263,1.9615288,0.5337243,-0.7007779,-2.72948,0.7939515,-0.5778906,0.4929071,0.9929686,0.6850412,1.645987,-1.679498,-1.3813378,-1.3331593,2.5288594,-0.071558155,-2.6028214,0.36071426,-3.1729681,-2.3883123,0.556765,0.7135659,-0.13100561,3.180347,0.22286308,-1.9653507,2.4504285,-1.8494617,-0.86784905,-1.1226965,-0.76950544,1.3191657,-3.3558667,-0.954188,-2.5008771,1.1810292,-0.7247243,0.3716108,0.9885425,0.10970102,1.7279034,-1.5342262,-0.62013346,2.9856155,-0.40162894,-0.867809
UGT1A7,0.64331985,-0.9547369,-0.0708728,-1.8198693,-2.8106737,-2.854237,1.8556182,-1.3922107,-0.59347445,1.030247,0.22685766,-1.3991463,-0.7037553,0.5848881,-1.0879546,3.4518042,-2.9907873,-0.49667108,0.094363645,1.9075179,0.5015499,-0.7095965,-2.6421912,0.8413353,-0.5336711,0.45645642,0.96242976,0.7388051,1.6258388,-1.6468111,-1.4267685,-1.3037646,2.473077,-0.069131866,-2.628514,0.3140023,-3.2031693,-2.343927,0.6141848,0.66697973,-0.07783109,3.047591,0.22571374,-1.9098581,2.4046047,-1.7859445,-0.8886568,-1.0922906,-0.75201344,1.3639402,-3.3599784,-0.885931,-2.402009,1.1629775,-0.6399606,0.34760916,0.94473845,0.05953305,1.6962513,-1.4036559,-0.64714366,2.8774016,-0.37150463,-0.8651977
UGT1A8,1.0601662,-0.111399025,-0.8852534,-0.24491042,-2.4881806,-2.0843017,1.34287,-0.0052243173,-0.6499629,0.69360656,0.42401668,-1.3092974,0.19613951,0.7368939,-1.6532232,3.3165567,-2.2317786,0.11556611,0.39117268,1.2324573,-0.15263873,-0.92816484,-1.8394347,1.0279797,0.07842152,-0.16533192,-0.20581917,1.2567189,1.1481982,-1.3434916,-1.9941604,-1.1883185,2.208607,-0.58889526,-3.0888476,0.15110971,-4.0347633,-2.105575,1.5257939,0.30850348,0.46620122,1.5729613,0.29822266,-1.6225508,1.9829668,-0.80467415,-1.0172498,-1.5043573,-0.6583397,1.5817586,-3.1699898,-0.489732,-1.9932984,0.82192683,0.2725942,0.00053611025,0.4746286,-0.5243577,1.6054863,-0.5163797,-0.9430316,2.0662878,0.018852575,-0.9728922
PSMB9,2.654491,1.9239292,-2.43782,5.0757003,-0.6417987,0.1257764,-0.297316,4.8525333,-1.1525189,-1.6005805,-0.48919323,-0.37694475,3.7253904,1.6148211,-2.8893943,0.59413564,0.97840726,3.4006069,1.4442055,-1.2283019,-2.315808,-1.0816915,1.4796349,1.4703283,1.6499132,-2.247033,-2.7939944,2.5848353,-0.44358578,0.2706035,-2.6132884,-0.37567073,0.47747093,-0.8883225,-3.7853217,-2.6885304,-5.021914,0.5060998,3.4960206,-0.84987265,2.8813303,-5.2509093,0.24962707,-0.20801151,-0.65712804,2.9735708,-1.9088888,-1.7691439,-0.061538637,2.3917964,-1.6654783,2.365134,2.02636,0.3055307,4.3767595,-1.2077795,-2.4291344,-2.6092544,0.7563335,4.277435,-1.6200185,-2.404688,1.2240906,-1.0403244
AMER1,3.141946,4.375083,-5.6697006,7.8107285,-0.78007716,0.9137419,-1.0385975,7.459232,-2.1258693,-2.658685,0.5993065,-0.377065,5.635056,1.9418222,-5.0305486,2.2136703,2.574946,3.3261178,3.3211915,-2.5658877,-4.189455,-2.4596033,2.583166,2.634983,2.624531,-4.641079,-5.6188245,3.5213828,-1.3607235,1.6669838,-4.8458924,-0.78189725,0.15047069,-0.83526474,-5.501292,-1.5010372,-7.3935227,0.17685215,6.506142,-1.3025696,3.1830087,-7.127991,0.92367625,0.20259437,-1.6938218,4.2741995,-2.3831966,-2.7879932,-0.9968373,2.056609,-1.1307434,1.342544,1.4918215,0.8441952,5.6576924,-2.688486,-2.8931015,-3.748627,-0.2882413,4.7779813,-1.6567974,-2.6036723,2.0873945,-1.7859918
PSMB8,2.6679387,2.1200001,-2.5656607,5.30337,-0.48144135,0.23363833,-0.45369023,5.183343,-1.2017634,-1.7285926,-0.5070656,-0.32173905,3.9884114,1.6261986,-2.9912744,0.44728774,1.2192826,3.5076299,1.5790558,-1.3845571,-2.4719539,-1.113088,1.7259829,1.5318872,1.7097099,-2.501623,-3.0107584,2.618319,-0.53672534,0.4762295,-2.6675565,-0.31831235,0.34262872,-0.79235345,-3.8082376,-2.8431354,-5.061228,0.65943646,3.654844,-0.86605495,2.9368498,-5.686405,0.28683585,-0.08402497,-0.89601344,3.2257895,-2.0201237,-1.8126504,-0.15130672,2.3183866,-1.5087906,2.4210002,2.1516738,0.35153946,4.61432,-1.2946634,-2.6708646,-2.7884424,0.65207785,4.444043,-1.5358741,-2.6488142,1.3291863,-1.0595134
CSNK2B,3.7031555,2.3705075,-3.652928,6.6744947,-1.1585121,0.09918155,-0.19733152,4.0818543,-2.1028965,-1.8968475,-0.5584687,0.20701642,4.46345,3.0373383,-3.2308066,1.4796377,0.47463447,3.4780505,1.5075507,-1.7965058,-2.4775908,-1.1361613,0.86854935,2.751281,1.4879826,-2.2590213,-2.6917527,2.8959408,-0.23728035,0.25801328,-2.9606643,-1.1645197,0.79020405,-0.68510896,-4.176017,-3.296227,-5.4498043,-0.07128323,2.8095891,-1.7215948,2.5465908,-5.760326,-0.08091743,-0.40703684,-0.5450265,2.7545788,-1.9644026,-1.4532012,0.38805795,2.9228683,-1.7663965,2.6028569,2.3786016,0.94958705,4.0964847,-2.5813587,-2.2771354,-2.3078442,-0.075536415,5.999966,-1.4155077,-2.3214748,1.0830805,-0.13916996
CPX-1983,2.7514434,2.243958,-3.7777064,4.6495304,-2.2246904,-0.1226019,-0.013592893,3.66106,-0.9054303,-0.33425766,1.034784,-0.8914048,2.5605319,1.6329148,-3.5026858,3.6677084,-0.24872483,1.4632924,1.1512567,-0.80360824,-1.9368204,-2.0473518,-0.09063354,2.1647303,1.8010087,-1.7760154,-2.9524891,2.9503803,0.09173475,-0.29023433,-3.720006,-1.290691,1.6060432,-1.466318,-4.5776143,0.1987929,-6.5735693,-1.8097287,3.9958389,-1.0535907,1.5872747,-1.8369372,0.4460002,-0.5227114,0.93911576,1.5613723,-1.3913809,-2.2284293,-0.24772334,2.3011265,-2.80564,0.44892955,-0.79838663,0.42331806,2.745078,-1.4797828,-0.24336167,-1.8972136,1.1818999,2.0486262,-1.759773,-0.031858217,1.0510304,-0.9717259
CPX-1985,2.798856,2.3700962,-4.0231237,4.785378,-2.3311005,-0.10090186,-0.035953023,3.7062025,-0.9700965,-0.35846534,1.1459248,-0.8928644,2.609897,1.7120945,-3.6215875,3.899737,-0.24844222,1.3781859,1.2363254,-0.8619173,-2.0116217,-2.1610336,-0.124802515,2.2968867,1.8379573,-1.8763466,-3.074124,3.0158226,0.084766425,-0.23869473,-3.868245,-1.3875636,1.6642911,-1.4357036,-4.6998277,0.35894576,-6.76238,-1.9321127,4.1250076,-1.0963458,1.5046685,-1.7861376,0.48068973,-0.5141788,0.95836693,1.5367208,-1.4154541,-2.265515,-0.3037164,2.276033,-2.8376331,0.314932,-0.9298601,0.509697,2.7231781,-1.5960332,-0.15727729,-1.9156979,1.1159117,2.0260868,-1.7366629,0.059800766,1.0963194,-0.9896313
CPX-1987,2.775609,2.3141756,-3.7642448,4.7646694,-2.1231253,-0.05476511,-0.0901673,3.779218,-0.90221035,-0.37100217,0.99413896,-0.880287,2.6806767,1.6161156,-3.5284173,3.5108366,-0.11575043,1.5289646,1.1738806,-0.880972,-1.9922704,-1.9957547,0.022049356,2.1257565,1.8180155,-1.8398213,-3.0610316,2.9381092,0.030102158,-0.25948074,-3.7019033,-1.243527,1.5182378,-1.510694,-4.5563707,0.06592108,-6.567298,-1.6888533,4.0336356,-1.050753,1.6817783,-2.1024094,0.44037655,-0.49211264,0.8184493,1.701668,-1.3983117,-2.2650979,-0.20570275,2.3112047,-2.7159207,0.5481117,-0.69815767,0.38224366,2.8595243,-1.5090277,-0.37148708,-1.9520744,1.1563778,2.1724408,-1.7729188,-0.16783014,1.0556042,-0.9434694
CPX-1991,2.7656355,2.2856693,-3.828501,4.7080545,-2.2388985,-0.12028848,-0.02906985,3.6759043,-0.9314828,-0.35810336,1.0503632,-0.88407797,2.5993583,1.6576946,-3.536376,3.687874,-0.21969274,1.4413412,1.183591,-0.8325339,-1.9670218,-2.0632799,-0.09265731,2.2001348,1.8077482,-1.8098555,-2.9948103,2.9564352,0.08454966,-0.26682016,-3.7375853,-1.3176126,1.6097425,-1.4510974,-4.6030946,0.20117176,-6.6222076,-1.8226907,4.019599,-1.066018,1.5872955,-1.881661,0.45054504,-0.5146474,0.9092756,1.5779319,-1.401895,-2.2368553,-0.2417728,2.2965605,-2.7880142,0.43346533,-0.8075345,0.45528632,2.7586727,-1.5297568,-0.24658288,-1.9058025,1.1575929,2.076821,-1.7543042,-0.03054106,1.061853,-0.9705476
CPX-298,2.7953765,2.3359153,-3.9246483,4.7842674,-2.252229,-0.09502897,-0.04498803,3.7744002,-0.9448168,-0.368338,1.0707479,-0.90631366,2.6394067,1.6645808,-3.5948882,3.7387927,-0.19549286,1.4629623,1.2257062,-0.85100794,-2.0092912,-2.0966659,-0.05583936,2.2126484,1.8417132,-1.8671614,-3.074481,2.996599,0.057348073,-0.2602999,-3.8118193,-1.3297554,1.6144842,-1.4912369,-4.6728992,0.22059621,-6.719942,-1.8292744,4.120024,-1.0677892,1.6193254,-1.928318,0.46974236,-0.51881343,0.9088748,1.6186383,-1.4191024,-2.288786,-0.27256525,2.326198,-2.8126123,0.4290062,-0.8410624,0.438748,2.814257,-1.5481036,-0.27502644,-1.9563303,1.1475703,2.0941794,-1.7869896,-0.054526113,1.0789325,-1.0040417
CPX-860,2.782072,2.313077,-3.8976285,4.716669,-2.2698877,-0.12217185,-0.03347809,3.713714,-0.9423279,-0.35558587,1.0698422,-0.8917389,2.600219,1.6500051,-3.5688233,3.759414,-0.22163662,1.4049643,1.2029426,-0.8288053,-1.9958891,-2.1178145,-0.10111818,2.2358534,1.825402,-1.8324959,-3.029296,2.9798365,0.075709805,-0.248767,-3.7834973,-1.337458,1.6266801,-1.4661926,-4.6303067,0.26749313,-6.6859546,-1.8641942,4.0778317,-1.0757756,1.586207,-1.8277954,0.46752954,-0.510441,0.9347138,1.575212,-1.3888838,-2.2582037,-0.27045715,2.2881851,-2.804766,0.38376078,-0.888966,0.45231292,2.761372,-1.5365075,-0.23545553,-1.9165403,1.1586509,2.0332665,-1.7781658,-0.0070291907,1.0626031,-0.9929979
SYVN1,2.0921147,-0.119926594,-0.03141633,2.6313968,-1.2868513,-1.2654439,0.659962,2.7225223,-0.45145997,-0.5205525,-1.0061371,-1.0097774,1.7517451,0.9866548,-1.650283,0.7585224,-0.6335489,2.839576,0.34000677,-0.0029838495,-0.967175,-0.52942824,-0.06900117,0.689638,0.7584756,-0.3846872,-0.77714485,1.797833,0.65924567,-0.6058821,-1.3372519,-0.4819016,1.200201,-0.9543011,-2.871162,-2.7403255,-3.9847815,-0.15169206,1.8869978,-0.23548824,2.5796213,-2.5142176,0.06797294,-0.57084984,0.4739269,1.7386476,-1.4000092,-1.2753365,0.25806272,2.5926526,-2.7715218,2.4403412,1.3672261,0.13377635,3.3744473,0.21504776,-1.6586586,-1.5168308,2.1251085,2.6577969,-1.7354304,-1.0729004,0.41488084,-0.75562596
FTL,2.208069,0.32441685,-0.80307126,2.0380409,-1.7205524,-0.8002262,0.7827715,1.6658818,-0.22424673,0.75845283,0.008409772,-1.433891,1.1469524,0.8289158,-1.9609375,1.8787062,-1.3786364,1.9023536,-0.09680171,0.2771005,-0.3222293,-0.4116414,-0.52943385,0.5075035,0.8244605,-0.020489864,-0.89062005,2.053951,0.36768344,-1.6875749,-2.0724893,-0.390741,1.6224201,-2.0366645,-3.2341704,-1.2514665,-4.224984,-0.93862295,2.0620584,-0.18995428,1.9710133,-1.0280318,-0.027723964,-1.1429985,1.5975101,0.9744829,-0.98733556,-1.9013443,0.41439053,2.6269875,-2.9810064,1.5160462,-0.47666925,-0.57310444,2.0790212,0.17464355,-0.6543926,-1.3163077,1.8194505,1.5464108,-1.7949219,-0.013459876,0.09883031,-0.33454308
SAT1,1.4253403,-1.2190707,0.728094,-0.99788,-2.228663,-2.0925424,1.6996425,-0.9484434,-0.27031532,1.1613,-0.43945587,-1.168859,-0.42788082,0.99821395,-0.6463194,2.0105317,-2.62443,0.5444841,-0.6307826,1.2586161,0.8230979,-0.21160644,-1.7080853,0.6329716,-0.4140117,1.0390503,1.3077135,0.90470713,1.3736575,-1.6522121,-0.60664535,-0.7064989,2.211934,-0.20067436,-1.8798051,-0.8773558,-2.3726993,-1.2545681,0.0138933845,0.17924485,0.3087681,1.6417238,-0.19014244,-1.330703,2.213599,-0.8909979,-1.0110067,-0.7028548,0.025410898,1.7397844,-2.7548277,0.48411098,-1.216435,0.30166036,0.353349,0.5831502,0.16954975,-0.43044567,1.5792335,-0.1414628,-0.64308137,1.13669,-0.30176082,-0.023931136
XDH,2.5070815,1.2610251,-2.9308255,3.0495925,-2.596268,-0.6150559,0.6393554,2.1689672,-0.5572615,0.50384384,0.9821979,-1.4859211,1.3451478,1.4384941,-2.8544743,3.8440719,-1.5260679,1.2715845,0.5476272,-0.05074524,-0.8425334,-1.3743554,-0.7830698,1.6220311,1.1991338,-0.76890993,-1.756674,2.732067,0.3491642,-1.3467418,-3.349972,-1.2129679,2.1438174,-1.9554384,-4.3255067,0.22566031,-5.7652884,-2.1502385,3.0309227,-0.5702178,1.365646,-0.36142144,0.21371187,-1.061656,1.9519273,0.6407208,-1.1370425,-2.1510804,-0.14704096,2.5352604,-3.414408,0.4102832,-1.6743895,0.011523567,1.8263714,-0.63420093,0.075475976,-1.3984574,1.3195459,1.3393708,-1.6809301,0.7449275,0.56534576,-0.58739126
FOXO1,2.608683,2.2112556,-3.4409223,4.5443025,-2.000667,-0.14907834,-0.035206467,3.595649,-0.9857283,-0.4551371,0.81695825,-0.75616825,2.7225358,1.590231,-3.3461268,3.2979217,-0.09323913,1.5106031,1.1802924,-0.7884084,-1.9922477,-1.8896834,-0.005356172,2.0984364,1.7005943,-1.8020899,-2.9492586,2.7404351,0.0906523,-0.15468052,-3.411915,-1.2176476,1.5177728,-1.2512466,-4.261772,-0.14630985,-6.343973,-1.5671635,3.799602,-1.012732,1.5906924,-2.1858547,0.44133976,-0.47356185,0.7109654,1.7043172,-1.439183,-2.1675472,-0.23020548,2.1846044,-2.5356567,0.54680026,-0.5698078,0.4746564,2.8252788,-1.4665692,-0.5000995,-1.9282507,1.1253681,2.1527708,-1.663173,-0.20392433,1.0385671,-0.97252357
AKR1C1,0.6837396,-1.3371552,0.50145555,-2.2115366,-2.6869879,-2.8551905,1.9980983,-1.7489284,-0.4872369,1.2155454,-0.025500596,-1.4483112,-0.90822524,0.58431137,-0.7357069,2.9735334,-3.1743283,-0.37639534,-0.18664977,2.0616696,0.8680583,-0.39465278,-2.640781,0.594105,-0.74349,0.8109799,1.3718913,0.54522634,1.6609188,-1.9013432,-1.0433801,-1.0889168,2.4621649,-0.13909262,-2.244774,-0.10248999,-2.6847093,-1.9789104,0.20237318,0.7455821,-0.053667426,3.036244,0.08059142,-1.9857322,2.4730248,-1.837544,-0.8510984,-0.9967463,-0.56597877,1.4763712,-3.2662563,-0.5506927,-2.1344655,0.91540927,-0.66937685,0.6521347,0.81864566,0.14805901,1.7102419,-1.3533597,-0.6128482,2.6755195,-0.5450779,-0.6050324
ESRRB,2.678292,2.0197048,-2.5667336,4.466048,-1.3953521,0.0044642524,-0.020325871,3.34881,-0.7760373,-0.14462256,0.49607807,-1.0490036,2.8335075,1.4140952,-3.051636,2.172839,-0.089781776,2.1278796,0.92684686,-0.7726479,-1.5999165,-1.0385214,0.3030788,1.3378963,1.5641401,-1.4227372,-2.7910273,2.5878932,-0.2327449,-0.7397433,-3.0753374,-0.7219742,1.1918541,-1.9979067,-4.0438595,-1.3272202,-5.7099752,-0.9377878,3.331126,-0.77896297,2.2646663,-3.2518528,0.22813515,-0.6997164,0.5430975,2.1563337,-1.4175364,-2.4256346,0.29615614,2.503163,-2.2882442,1.5113022,-0.10388329,-0.19080147,3.1113274,-1.2079263,-1.1904254,-2.1455026,1.1385947,2.817777,-1.8025025,-0.80191827,0.8175429,-0.5616989
JAK2,2.8409169,2.667904,-4.1665926,5.2628055,-1.892729,0.0840777,-0.27955106,4.393794,-1.1786033,-0.9443749,0.8596657,-0.70695275,3.2334378,1.7912376,-3.8039644,3.2683008,0.38598064,1.9049993,1.563157,-1.2479836,-2.37455,-2.1544604,0.47950163,2.4059796,1.8977989,-2.4004993,-3.4003253,3.0113077,-0.12874798,0.18696725,-3.9022388,-1.2152046,1.2182273,-1.0937455,-4.6728663,-0.24850985,-6.5571184,-1.331994,4.353889,-1.1168702,1.8122529,-3.0164385,0.5349556,-0.2494926,0.2542902,2.0562496,-1.6433568,-2.1244462,-0.39477962,2.149363,-2.4030578,0.6569344,-0.11991406,0.70908946,3.2874537,-1.8075844,-0.77414393,-2.2194154,0.78544307,2.7517188,-1.530611,-0.59966546,1.3199136,-1.0916065
SIRT3,2.310022,1.6431714,-2.4455144,3.3373327,-2.0005336,-0.44232902,0.3642659,2.7605379,-0.69759995,0.24551883,0.7311203,-1.128148,2.0782022,1.2126956,-2.8613164,3.1317616,-0.6849427,1.3648638,0.7873092,-0.3245748,-1.307587,-1.3255337,-0.19829477,1.4909788,1.3538793,-1.178235,-2.389763,2.4385777,0.1702295,-0.7101313,-3.0045433,-0.82505196,1.7964678,-1.5733542,-3.846278,-0.23529738,-5.6255493,-1.5175073,3.3346875,-0.6069138,1.5022854,-1.5013002,0.32153797,-0.7989155,1.2018461,1.4082308,-1.3793957,-2.2895467,-0.16215846,2.1920345,-2.6488566,0.59760714,-1.0722952,-0.048086125,2.4441257,-0.7032489,-0.52225685,-1.7998747,1.3073764,1.4022038,-1.5468512,0.14351496,0.71427786,-0.72941595
CPX-8182,2.1250036,0.64908314,-1.38785,2.7885687,-1.5263395,-0.5515575,0.5554389,2.5808032,-0.4075301,0.06787144,-0.023991518,-1.1542541,1.6737604,1.0350732,-2.1481674,1.749337,-0.8348212,2.3081574,0.28109047,0.097072884,-0.81799793,-0.5904037,-0.067068346,0.7393158,1.07604,-0.6119269,-1.3449395,2.2346609,0.25645354,-1.2840818,-2.253694,-0.42517698,1.4539912,-1.8751696,-3.3959866,-1.3510305,-4.575725,-0.7450303,2.5111723,-0.34760964,2.207398,-1.8279821,0.050380502,-0.9533987,1.1837898,1.3113166,-1.1986886,-1.9212234,0.20322514,2.6891258,-2.898131,1.5592474,0.06772797,-0.4039186,2.5476897,-0.04528038,-1.0587642,-1.5146409,1.5785598,2.1473656,-1.9482012,-0.48973832,0.33040655,-0.67626476
AKT2,2.7403674,1.692901,-3.4665596,4.082136,-2.4515626,-0.4255553,0.306182,3.0122879,-0.75243944,-0.060636513,0.9436267,-1.1398038,1.9694859,1.6650707,-3.193292,3.7440786,-0.92208856,1.5642804,0.8379132,-0.44038615,-1.431998,-1.7524875,-0.4681167,2.0122375,1.5162615,-1.2511051,-2.2360532,2.961314,0.27816078,-0.83914727,-3.6123803,-1.3349181,1.8236746,-1.7356575,-4.603579,0.04879191,-6.3261943,-2.0449855,3.481918,-0.8788689,1.6461895,-1.1846564,0.31770763,-0.7578056,1.4461827,1.0850655,-1.2822133,-2.0987778,-0.14832067,2.6164055,-3.3009946,0.54704463,-1.0659006,0.300243,2.3378706,-1.1667643,-0.14782545,-1.6398935,1.3275521,2.0303905,-1.8766204,0.26938036,0.7931761,-0.83753407
G6PD,1.8047973,0.3165074,-1.216448,0.92420167,-2.509492,-1.3641385,1.1797875,0.664702,-0.5081467,0.97557616,0.471856,-1.4593164,0.5978505,1.0785517,-1.9789164,3.2730732,-2.0224183,0.6481155,0.1554185,0.6417334,-0.095303334,-0.8630011,-1.2167395,1.184275,0.4459816,-0.052785195,-0.6133987,1.7325468,0.8458069,-1.3691312,-2.2426255,-0.85783654,2.2946074,-1.0418533,-3.1548474,-0.034614924,-4.3337293,-1.8469738,1.8653499,-0.107398264,0.67667234,0.6799299,0.1462562,-1.2843797,2.080907,-0.05075071,-1.240005,-1.7127525,-0.27787888,1.9685512,-3.0177464,0.1702483,-1.8031796,0.12976262,1.0751286,0.010694059,0.20241953,-1.0534804,1.3963487,0.14197046,-1.0038708,1.2073954,0.22090353,-0.43471518
