,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
FTL,0.4534236,-2.1971924,-0.8248732,3.4170406,5.863102,1.4364245,-1.8655723,-2.506715,-1.0460423,1.4920685,-3.9151132,2.6902046,-0.91521585,-6.1180735,-5.3161836,1.7220793,-5.319349,-3.0895548,-3.967114,-2.0693605,0.16640654,3.3695722,-1.2862533,0.6582538,2.045104,2.5741212,-1.405709,-1.0084648,-3.2296073,0.6807549,-0.0025653783,1.4596556
SAT1,-0.06276405,-3.9357035,-2.2641404,3.2136528,6.339288,1.6129857,-1.5729593,-3.1337378,-1.3907788,2.4866214,-4.621037,4.051577,-0.20283665,-8.603369,-6.7186565,2.7219238,-5.7306867,-2.7044826,-4.215856,-3.7025943,0.77851814,3.5850317,-2.365583,-0.40179366,1.8426031,2.0189412,-1.1199499,-1.3031161,-3.8078446,-0.038321886,-3.1097307,1.9182293
XDH,-0.39726523,-3.6515472,-0.20214052,4.554621,3.4641657,0.84301937,-2.1405463,-1.6528486,-3.659386,3.568913,-6.4461646,4.8847146,0.18021742,-5.934418,-5.6174216,1.9346611,-4.722443,-4.8934364,-3.9755163,-0.902252,-0.14663452,3.3930273,-3.0797307,-2.1059725,-0.49383372,4.181228,1.1404094,0.21490759,-3.4879115,-2.2701755,-0.20484103,0.084076285
FOXO1,-1.9842646,-2.16708,-0.24845739,2.2376041,0.2219139,0.5232244,-2.393613,-0.30883875,-3.7308753,2.2583961,-3.8717077,2.3343031,-0.10902588,-4.2634215,-0.83359385,2.3417366,-2.9265819,-3.9299161,-1.8641587,-1.2514699,-0.17658818,3.095452,-0.8479025,-0.74123466,-0.8230547,1.3299955,-0.13060017,0.10272288,-0.015372089,-1.9911922,-1.3110163,-0.68633205
AKR1C1,-0.57315814,-5.974975,-1.4306612,6.5142508,10.930943,1.9798025,-1.6397691,-5.8397613,-2.983346,5.174075,-7.8381443,6.088943,-1.6514785,-14.203524,-11.32929,1.4557014,-8.288778,-5.073828,-5.2547255,-5.9119186,-3.3844523,4.5819087,-4.943533,-4.179382,1.8710607,4.356098,-1.4657419,-3.5582974,-6.3786077,-1.384645,-4.6483693,4.3643236
ESRRB,-1.0334969,0.4525983,-0.7517311,0.98119193,1.7452923,1.4317641,-2.4926813,1.251507,-2.8726723,1.1258867,-1.8634546,0.60006684,-0.8706413,-1.8167075,0.71257716,0.7899211,-2.9424026,-2.6986427,-2.393973,0.053861894,0.47820717,2.1801274,0.93149817,1.3660672,0.65352905,0.0754154,-1.0128807,0.30662477,-0.32115972,-1.450674,1.2580639,-0.8702449
JAK2,-2.081175,-1.4115626,-0.14902467,2.459929,-0.7422349,0.76219773,-2.9082,0.053935595,-4.4727,2.0013692,-3.4449885,1.8329574,-0.61695576,-2.2586648,0.031225003,1.4084241,-2.3438559,-5.2134385,-1.4688631,-0.40171385,-1.3319722,3.1612275,-1.1757715,-0.3218156,-0.7887409,1.5349797,-0.10446581,0.5535695,0.14754632,-2.4865665,-0.0908944,-1.2886547
SIRT3,-2.4874697,-2.5439413,-0.75662494,2.6918325,2.578902,0.891428,-1.9388852,-1.6256312,-3.2410452,2.7084222,-4.5504317,2.5378466,-0.7039832,-7.115305,-2.5093558,2.5596938,-4.0346556,-3.036019,-1.9099768,-3.471289,-1.3991401,3.5371013,-0.42714667,-2.3112884,-0.96180683,0.74478936,-1.1164384,-2.0068598,-0.41365653,-1.6167849,-3.3918364,0.5170902
CPX-8182,0.078810886,-3.9160457,-2.0340972,2.9357636,4.7656956,0.8784432,-2.2259808,-1.2632654,-2.7822814,3.0233235,-5.0279784,4.566147,0.57993597,-6.9706416,-5.779222,2.6552486,-5.4009743,-3.6854806,-5.034956,-1.7504132,2.5932932,3.6186152,-2.7220776,-0.2599956,1.5705003,3.2654016,0.48060396,1.0986494,-3.632668,-1.286238,-0.8422248,0.7684906
AKT2,-0.8834002,-2.003794,0.019455604,3.1610012,1.2650223,0.43816757,-2.578324,-0.0037315786,-4.316701,2.6188948,-4.675787,3.4761553,-0.41147214,-2.9885552,-2.470193,1.5403208,-3.1498144,-4.3894515,-3.0689566,0.28154588,0.10979942,3.2581725,-1.9417092,-1.0815873,-0.48995072,3.2538059,1.1255434,1.0848527,-1.6857864,-2.5751462,0.98449266,-1.3164387
G6PD,-1.8914583,-4.756681,-1.560427,4.273542,6.2383003,1.109897,-1.5956799,-3.713067,-3.130617,4.07081,-6.678131,4.197275,-1.2539052,-10.407745,-7.090676,2.1163285,-6.575452,-4.17524,-3.1270328,-4.4355016,-2.660767,4.393376,-2.8256207,-3.570992,-0.063540585,2.8443668,-0.6666183,-2.32435,-3.3360174,-2.0189476,-3.9578164,2.7524338
ASNS,-2.5555844,-4.36911,-2.9062643,3.5300152,6.5646267,2.0546346,-1.5932826,-5.5341163,-2.421049,3.0675075,-5.356149,2.0470023,-2.7413995,-10.913426,-6.366667,1.8840357,-6.9788446,-3.4209628,-1.2309831,-7.1218762,-5.321107,4.1538363,-1.5066437,-3.3309083,0.30299416,0.1729949,-2.8053117,-4.7672305,-2.5847514,-0.5317116,-6.1045027,4.047901
CYP1A1,-1.0556065,-4.7740397,-0.89479136,5.064561,6.811036,1.2143801,-1.7082925,-3.5693734,-3.0105586,4.639173,-6.6604695,4.9430795,-0.52586627,-10.490997,-7.834595,1.7114458,-6.4795146,-4.448746,-4.1104207,-3.8332236,-2.2414162,4.1660457,-3.619285,-3.3529613,0.3290877,3.67356,-0.35826254,-1.857904,-4.4042506,-2.057793,-3.041865,2.4451425
CPX-6570,-2.8281732,-1.3438549,-1.174271,1.6354839,-0.47827244,1.4290558,-3.3897765,0.45746076,-4.913183,2.5716262,-2.892424,0.3149468,-1.8931772,-3.1208642,1.1862428,0.9493309,-3.4617116,-4.883216,-0.4797087,-1.7059205,-3.0836291,3.2554276,-0.21294458,-0.11158328,-0.49008286,-0.038891934,-0.70431495,-0.17832212,0.825166,-2.8051534,-1.1468804,-0.21807341
PPARA,-1.8967379,-3.0197916,-0.34285554,3.3356402,2.0351179,0.61352724,-2.1644518,-1.4934446,-3.5146246,2.826507,-4.6296415,3.4789035,-0.23235832,-6.541421,-3.0421317,2.3924823,-3.7926161,-3.995679,-2.488892,-2.0894513,-0.42999005,3.4176488,-1.6589881,-1.749681,-0.6564768,2.1442924,-0.29422814,-0.57309663,-1.0980403,-1.9814128,-1.9994849,0.29086193
BLVRA,-0.65619886,-5.0448313,-1.2213755,5.3044496,8.238353,1.6672084,-1.5911952,-4.314139,-2.699191,4.5997133,-6.809139,4.696456,-1.2445769,-11.064777,-8.558129,1.5968692,-7.257445,-4.4612875,-4.1618195,-4.4952793,-2.5740445,3.7801716,-3.7071474,-3.1895745,1.3808191,3.739421,-0.8576323,-2.3375475,-4.7799573,-1.285235,-4.137324,3.3685987
PSMB11,-4.144576,-0.26187375,-0.89234996,1.2138075,-3.127163,1.5979595,-4.2153378,0.8132623,-5.790815,2.0349646,-1.8334059,-1.521991,-2.6366901,-1.4432179,4.501888,0.37327203,-2.2061546,-5.861273,1.4832313,-1.8045568,-5.564946,3.0948825,0.89621603,0.067558184,-1.439398,-1.7778075,-1.545227,-0.86876786,2.9132147,-3.090723,-0.91494846,-0.750625
ADIPOQ,-1.0633174,-3.2987401,-0.45804414,3.3252475,2.4397793,0.42326105,-2.136553,-1.2106391,-3.150317,2.7853117,-4.929093,3.966918,0.34484774,-6.2440186,-3.8047793,2.5310817,-4.0632553,-4.0453124,-3.3531222,-1.4176323,0.7688664,3.5428572,-2.1230106,-1.2774726,-0.16452698,2.9017758,0.320118,0.27334648,-1.9126344,-1.6598107,-1.0373111,0.026216256
TKT,-1.8725699,-4.7693877,-2.738028,3.415086,6.724606,1.6941017,-1.5603393,-4.827919,-2.6132438,3.3410134,-5.8437777,3.037224,-2.0479527,-10.778601,-6.585059,2.4840257,-7.0287933,-3.1447132,-2.2428231,-5.9717636,-3.3882582,4.0103216,-1.6832733,-3.0393777,0.32854393,1.0611637,-1.7603765,-3.6260743,-2.9654386,-0.82237977,-5.341494,3.603434
CYLD,-0.35448745,-0.6840946,-1.3272562,0.5887921,0.6851413,1.2007283,-1.7774018,0.37562087,-1.9221027,0.975795,-1.2833562,0.8425151,-0.17360786,-1.1601374,-0.20512263,1.5206621,-2.703527,-1.8157384,-1.8838874,-0.63914853,1.4118586,2.3203566,-0.5701405,1.9914107,1.1860774,0.2555221,-0.23018935,1.1419321,-0.5572912,-0.6758047,-0.8143292,-0.6195819
ERN1,-0.8857521,-1.8311334,-0.6854937,2.0791264,2.0825284,1.191806,-1.9610286,-0.6305,-2.2618794,1.7560352,-3.2439704,2.1373954,0.028163554,-4.3232727,-1.7480986,2.3211658,-3.5133133,-2.636904,-2.4274487,-1.5101132,0.7526687,2.61267,-0.5529179,0.34210885,0.40065446,0.96223766,-0.7680401,-0.27924657,-0.9837515,-0.77455986,-1.4500393,-0.049384877
CPX-395,-1.0021071,-1.961339,0.021189567,2.6722982,0.8198646,0.095532335,-2.5433047,-0.31994826,-3.859738,2.0782092,-4.098052,2.6006966,-0.6940821,-3.019824,-1.7168224,1.4398049,-2.9985442,-4.1770573,-2.713068,0.08560504,-0.25035197,3.0588927,-1.4612031,-0.9384696,-0.69072455,2.6323154,0.8801766,0.7026282,-0.86107117,-2.0116758,0.8656791,-1.116955
CD36,-0.88174856,-3.7033906,-0.82093334,3.2210262,2.5347352,0.5074751,-1.9812653,-1.7907889,-3.0090683,2.8476923,-5.0380535,3.7914395,0.1667778,-6.270974,-4.32781,2.354608,-4.4014406,-4.2620583,-3.2375097,-1.8759973,0.13843329,3.748283,-2.443261,-1.3445709,-0.29277152,2.9992077,0.61733365,0.19561063,-2.1903653,-1.6569277,-1.1033126,0.1656095
MFN2,-1.5116704,-2.2447057,-0.4155198,2.8971798,1.6864485,1.10774,-2.1547267,-1.4087023,-2.35243,1.7297852,-3.4447496,2.4962907,-0.052217573,-5.709135,-2.1102874,2.3795981,-3.3718464,-3.2216995,-2.1011753,-2.080143,-0.10583938,2.8431873,-0.7233811,-0.41478077,-0.2522496,1.057845,-1.2476661,-1.102027,-0.8191699,-0.717479,-1.7103883,0.18144977
CDKN2A,-3.387184,-1.1939445,-0.30045316,1.634654,-2.1413994,0.56338906,-3.3868904,0.6644364,-5.4869046,2.3171737,-3.1381526,0.77750075,-1.0945182,-2.2424786,2.1916084,1.4327024,-2.1599762,-5.471404,-0.2609011,-0.82668006,-2.7042131,3.1079478,-0.24187222,-0.66744155,-1.5399328,0.24068235,-0.40985745,0.18790053,1.9263829,-3.245905,-0.91750497,-1.3142158
CPX-7241,-3.9196026,-3.2240152,-0.75027823,2.718227,1.4335778,0.68111485,-2.0234096,-2.2608867,-3.9961486,3.2342243,-5.010009,1.5800434,-1.6220461,-8.188352,-1.5215871,2.7079763,-4.585112,-3.3377311,-0.19585113,-4.615447,-3.8126407,3.808291,0.2687878,-3.8061879,-2.3141394,0.05051783,-1.3282398,-3.0140707,0.9091988,-2.1379242,-4.8062286,1.3403352
IKBKB,-2.3767226,-1.5889766,0.009629568,1.9650649,-0.9453642,0.4528349,-2.3757236,0.16870381,-3.5205443,1.6847105,-2.9314742,2.1026428,0.25655937,-3.609634,0.24138395,2.4103055,-2.0031786,-3.5939665,-1.4505116,-1.0087187,0.4772025,2.9119213,-0.5077516,-0.44150606,-1.0942224,0.81021833,-0.3908209,0.21711472,0.7246977,-1.9924577,-1.2699375,-1.157699
CPX-7381,-2.886411,-1.6720419,-0.4336358,1.9721293,-1.1829858,0.69259846,-3.0445175,0.10847514,-4.713654,2.255993,-3.333115,1.3312361,-0.8426452,-3.3540962,0.9113865,1.713909,-2.6503508,-4.9143286,-0.8075628,-1.2963884,-1.9823961,3.2165167,-0.52685255,-0.6934181,-1.2047883,0.53826797,-0.43834788,-0.043383967,1.096973,-2.700114,-1.1613152,-0.8204162
CYP2E1,-1.333718,-5.3467684,-0.57631165,5.705459,7.038811,0.87527317,-1.8055357,-3.983222,-3.5324094,5.4751663,-7.6497154,5.5038204,-0.5174828,-11.2343235,-8.4934,1.6636354,-6.726737,-5.254531,-4.1944194,-3.8403518,-3.1523173,4.42963,-4.2589173,-4.4682913,-0.15195501,4.632865,0.056313798,-1.8784835,-4.537222,-2.615138,-3.3324184,2.6102848
SOD2,-2.8174348,-4.0194044,-1.1501385,3.3047466,3.5298796,0.38065612,-1.8722216,-3.1285408,-3.5635545,3.3534942,-5.8168406,3.2363691,-1.1945505,-8.934388,-4.535312,2.6355174,-5.0972385,-4.123316,-1.9656109,-4.106596,-2.6608157,4.330548,-1.6028439,-3.5907311,-1.2961204,1.9589932,-0.7216956,-2.0999944,-1.130142,-2.1357582,-3.891035,1.7462302
NR1H4,-0.7266209,-3.7899094,-0.8661752,3.7123892,5.1148057,1.1628716,-1.7910665,-2.2976642,-3.0473518,3.5755372,-5.564427,3.746739,-0.7680535,-7.6228113,-5.3658495,1.8727927,-5.80889,-4.145701,-3.4118795,-2.5310178,-1.0170469,3.4687471,-2.3719351,-1.7276758,0.6735074,3.1189923,-0.07576989,-0.80021787,-3.07463,-1.6017554,-2.2729044,1.4543991
CPX-2496,-1.440736,-0.27382934,-1.2125337,0.8505397,1.2853725,1.332109,-2.5990224,1.1721191,-3.1454182,1.6588955,-2.1466625,0.34905973,-1.187773,-2.208473,0.61191607,0.8648027,-3.1308277,-2.7668276,-1.8391384,-0.6657673,-0.42651218,2.504048,0.56528515,0.90319216,0.27599943,-0.19054389,-0.70080286,0.18683101,0.09489754,-1.7530456,0.20425327,-0.5817136
CPX-6415,-1.2079467,0.0059424876,-1.2964132,0.6612534,1.5510743,1.4263586,-2.5732405,1.2506744,-2.9985065,1.4728684,-1.9110405,0.1438796,-1.3165457,-1.8120213,0.7443547,0.72656155,-3.0572844,-2.606349,-1.9194652,-0.53360265,-0.3285869,2.275456,0.7648558,1.170825,0.5582383,-0.43200317,-0.81260586,0.15567003,0.104262635,-1.5738082,0.44148627,-0.60000885
CPX-6473,-1.2957172,-0.092371024,-1.299265,0.65595335,1.1636689,1.2993513,-2.648338,1.4166614,-3.209616,1.5998855,-1.9549601,0.17814988,-1.2741805,-1.6375104,0.91410094,0.7124577,-3.0584185,-2.7228482,-1.8888636,-0.36356556,-0.29194486,2.3658113,0.6138222,1.1920116,0.44695088,-0.2583154,-0.57563365,0.47688842,0.17717126,-1.7426944,0.49403885,-0.7051972
CPX-6543,-1.5632931,-0.47364515,-1.2289443,0.95961607,1.0450771,1.2110113,-2.687971,1.182395,-3.3124554,1.7859685,-2.2698042,0.5052796,-1.1185936,-2.3654046,0.6204212,0.9398361,-3.1149147,-2.892607,-1.8856529,-0.65673006,-0.39664856,2.5868638,0.40200025,0.7176857,0.14715548,-0.09244463,-0.57207906,0.28796935,0.1686251,-1.9068182,0.14025815,-0.6139917
CPX-6784,-1.2531555,-0.0051163123,-1.2196634,0.7214559,1.2422131,1.3825189,-2.5961378,1.3389387,-2.9817119,1.4647992,-1.8768259,0.21114388,-1.1945567,-1.7321858,0.7638628,0.72752035,-2.9884937,-2.6141884,-1.9218953,-0.42273647,-0.19825482,2.4105282,0.6160977,1.2286608,0.46297666,-0.24498335,-0.7089352,0.34089863,0.05132582,-1.6249042,0.53908783,-0.6878698
CPX-69,-2.2555258,-1.3562778,-0.048565205,1.9304293,-0.6201962,0.6067591,-2.4505906,0.3364439,-3.622553,1.7212481,-2.9602885,1.9732571,0.111708805,-3.397951,0.40850013,2.26033,-2.1750717,-3.5992086,-1.5760964,-0.8585283,0.32896686,2.721325,-0.2979758,-0.31951532,-0.9477747,0.66036135,-0.49631047,0.14298013,0.6966097,-2.0140102,-1.0142155,-1.1790786
CPX-70,-1.3547091,-0.09039694,-1.3136355,0.63878983,1.1539279,1.3632002,-2.6815953,1.3482782,-3.1889272,1.5755283,-1.8879483,0.05570489,-1.342961,-1.7032156,1.0353948,0.74270225,-3.0671382,-2.669523,-1.7752349,-0.49014974,-0.43957368,2.3061657,0.7439807,1.1590592,0.42339918,-0.42997357,-0.6990525,0.30777282,0.2618977,-1.6988698,0.42122865,-0.6402131
CPX-7004,-1.0827395,0.088317625,-1.233231,0.6594512,1.3675182,1.3474239,-2.5724835,1.4434938,-2.9626186,1.3732321,-1.8065418,0.26055536,-1.1010207,-1.4657329,0.86244845,0.7243559,-2.8867915,-2.559119,-2.0658162,-0.21221934,0.060357705,2.167748,0.6500126,1.3173575,0.57614243,-0.3135337,-0.68794453,0.44785088,0.079240315,-1.5976589,0.6998275,-0.8128923
CPX-7064,-1.4497386,0.071779974,-1.3792701,0.56465423,1.0373214,1.3721619,-2.7145824,1.3993927,-3.225975,1.5385985,-1.7914302,-0.10286211,-1.4964539,-1.5427047,1.1805397,0.56723845,-2.9985561,-2.7102354,-1.6654618,-0.5007199,-0.66426355,2.4006062,0.7614645,1.1896118,0.41134688,-0.52674395,-0.7551117,0.27765894,0.36187664,-1.7440886,0.44406247,-0.6451377
CPX-7106,-1.3823793,-0.35397387,-1.2126055,0.9904378,1.3665701,1.3256286,-2.5964289,1.0201434,-3.0501075,1.6135564,-2.149984,0.47637987,-1.1180435,-2.3171606,0.46066332,0.9072947,-3.0990622,-2.7701573,-1.9157006,-0.6912473,-0.36984235,2.4749613,0.4540669,0.8639775,0.32904708,-0.15413119,-0.7647776,0.12395844,0.01230417,-1.6515417,0.17031579,-0.54819536
NCOA4,0.39703354,-2.7589254,-2.6015494,1.8288367,4.628529,1.1967821,-1.7069091,-1.8802061,-0.9451487,1.8338515,-2.7302675,2.318417,-0.66413057,-5.3261733,-4.675869,1.7440076,-5.0364304,-1.7713779,-3.4672265,-2.517036,1.1008487,3.0672123,-1.8187581,1.1595027,2.2237108,1.5519874,-0.55834246,0.0735017,-2.7623136,0.2308886,-1.880612,1.2055092
MAP2K6,0.7127224,0.050274175,-1.288554,0.99409735,2.1682012,1.4815956,-1.7550803,0.0052869488,-0.9755274,0.2756213,-0.85463446,0.6195505,-0.12471028,0.25693843,-0.7611834,0.787898,-2.4350107,-1.9534878,-2.5661645,0.08194236,1.4373624,1.8813126,-0.7614304,2.9442406,2.3081298,0.41156694,-0.8628372,1.0040282,-1.5095195,0.37842003,0.33620632,-0.77792454
H6PD,-1.6592897,-5.102307,-1.5161128,4.645925,6.2947984,0.90591294,-1.6383493,-4.5402875,-3.459912,4.286034,-7.271864,4.4733768,-1.7812895,-10.431356,-7.689568,2.0329697,-6.707992,-4.468778,-3.0360155,-4.4918547,-3.591955,4.4595165,-3.0608861,-4.2410707,-0.53454584,3.2008114,-0.26058716,-2.7155447,-3.5706308,-1.9540646,-3.660679,2.7251122
HMOX2,-0.8550613,-2.8078582,-0.48655167,3.4824495,3.720519,1.1224625,-1.8908656,-2.0340228,-1.8216722,2.0377967,-4.3723545,3.412205,0.19297916,-7.0592976,-4.5835466,2.3865733,-4.2895722,-3.278068,-3.2963314,-2.3759823,0.33594507,3.4135847,-1.5285966,-0.82766825,0.26085776,2.1770291,-0.9749683,-1.1760848,-2.369896,-0.42212766,-1.3801333,0.835993
CYP1B1,-0.42779425,-3.7576692,-0.96849394,4.564113,7.49708,1.7189877,-1.5831488,-3.2336051,-2.4104612,3.7606378,-5.740406,4.276774,-0.8432513,-9.45909,-7.25665,1.5234083,-6.3050404,-3.6970773,-4.1996417,-3.4612389,-1.4144441,3.5969312,-2.7146475,-2.1372771,1.2543472,3.0366316,-0.92501575,-2.0009747,-4.4221516,-1.2812619,-2.4890847,2.3669229
CPX-91,-2.2723007,-1.0212941,-1.6815488,0.9577942,-0.45937824,1.2047951,-3.164467,0.61219186,-4.403924,2.201852,-2.4367208,0.019006183,-1.8446085,-2.0049765,1.1393484,0.6246241,-3.375844,-4.2451344,-0.81107026,-1.1812143,-2.5134916,3.101827,-0.34322244,0.5494766,-0.12708284,-0.011135094,-0.4086173,0.37945414,0.6852076,-2.4417768,-0.67559534,-0.35962853
GSS,0.3238707,-3.3510602,-2.4392278,3.9676204,7.014333,2.2543647,-0.7208585,-2.7188637,-1.4849927,2.406326,-4.7425756,4.631403,-0.025592148,-8.353641,-8.3633995,2.0144145,-5.5901318,-3.2467234,-5.082632,-4.098783,0.8915252,4.131192,-3.261167,-0.107987866,2.6319702,2.6502998,-1.0468196,-1.6126918,-5.4399943,-0.09097555,-3.6702728,1.0501679
IGF1R,-2.125917,-1.196203,0.08427554,1.9003333,-0.80722857,0.4793048,-2.4919496,0.54158837,-3.8003442,1.6108187,-2.9039123,1.9348989,0.10840348,-2.7026465,0.6747073,2.128398,-1.9705644,-3.774393,-1.5869169,-0.39449152,0.37508234,2.5382879,-0.29784963,-0.1587088,-0.950625,0.83945805,-0.28775093,0.48622525,0.7127784,-2.0914237,-0.44120115,-1.4877433
CPX-2865,-2.3377542,-3.8398738,-0.83191997,4.289657,4.8818736,0.7612478,-2.1340675,-2.4874148,-3.6672459,3.8333957,-6.2713165,4.5599093,-0.6493925,-9.687009,-5.8054194,2.0609074,-5.246506,-4.679385,-3.4665372,-3.5961983,-1.825877,4.392388,-2.6859772,-3.3803983,-0.615407,2.9590495,-0.73792017,-1.7185954,-2.4473863,-2.6392376,-2.7111487,1.435744
MYD88,-0.99318194,-1.0907348,-0.77260256,1.2176375,0.30070966,0.8290233,-1.9972949,0.6466822,-2.7235096,1.4298337,-2.2648008,1.6388415,-0.0034141894,-2.117618,-0.39876264,1.7134169,-2.6024754,-2.6968255,-2.127047,-0.38747767,1.4720272,2.6156785,-0.6036197,0.99530494,0.31737226,0.96695155,0.03463255,1.1005093,-0.43990466,-1.4289132,-0.30055985,-0.93981135
CPX-8302,-0.075198874,-3.965231,-2.2965558,3.8379078,7.0277343,2.0369422,-1.4346635,-5.043382,-0.8098537,2.2398198,-4.628636,2.8130589,-1.2971547,-8.516151,-7.2545633,1.9030443,-6.006686,-2.9733238,-2.9816396,-5.0051837,-2.226575,3.1734598,-2.3380532,-0.97127974,1.9519104,1.3661876,-2.2071326,-3.0479052,-3.8753123,1.0554237,-3.659336,3.095609
CPX-937,-2.493102,-0.9349949,-0.9991553,1.1775358,-1.4436468,1.0579087,-3.2558622,0.95281625,-4.6611643,1.9921837,-2.3227198,0.35290504,-1.3815179,-1.5382458,1.7467259,0.93723434,-2.624632,-4.6016636,-0.6231475,-0.64888823,-1.9942329,2.980234,-0.26469108,0.5199609,-0.5553472,0.15568084,-0.35255265,0.6447491,1.101297,-2.681382,-0.34590453,-1.0177879
HDAC7,-2.9972703,1.3485165,-1.3791561,-0.53098726,-2.689232,0.54200333,-4.1329546,3.855591,-6.673702,2.3606346,-1.9010922,-1.6571506,-2.351145,2.1715186,5.6800437,-1.5476636,-1.6451902,-5.5503235,-0.72164726,1.823534,-3.8777568,1.9206622,1.1136677,0.8404994,-1.1652101,-1.0529809,0.4112183,1.721528,3.2925403,-4.4713407,2.8383052,-2.4922154
CDC6,-3.0343328,-0.5581115,-1.2321827,1.5471097,-0.5485607,2.1467202,-3.360125,-1.2825983,-3.7086434,1.307694,-1.9628075,-1.9927261,-2.7628686,-2.6142035,3.4617689,0.59371334,-3.2289464,-4.1710987,1.4526119,-2.8688104,-6.019116,2.2817166,1.4718306,0.3939927,-0.5014193,-2.3925643,-2.933811,-2.6960623,1.7248445,-0.73077637,-1.9436114,0.5984417
HDAC10,-1.539757,0.43008006,-1.9315027,-0.50329393,-0.40177733,1.565992,-2.4706771,1.6982352,-3.0859084,1.2203474,-0.66186553,-1.3202014,-1.6368744,0.15546891,2.7339916,-0.15226464,-2.7797585,-2.1056094,-0.6358644,-0.4886731,-1.4748474,2.194011,0.65093005,2.2550883,0.7496932,-1.2552103,-0.65760016,0.58734524,0.950492,-1.6788377,-0.249504,-0.62065166
CPX-419,-2.853498,0.059410002,-1.276291,1.2504938,-0.33165324,2.4613204,-3.2245045,-0.2388563,-3.8381732,1.3088138,-1.4973385,-1.8938643,-2.5246453,-2.232547,3.7230442,0.2635415,-3.1324558,-3.795294,1.0716653,-2.192649,-5.0692463,1.896615,1.7924149,0.7479644,-0.17707303,-2.4743972,-2.8372889,-2.2517264,1.5884861,-1.0279484,-1.3434193,0.24068102
CPX-8623,-2.6920104,-0.22253211,-0.70896226,1.0499258,-1.4365035,1.0639645,-3.3321853,1.1717707,-4.8969097,1.8769542,-2.337144,-0.15156524,-1.3753809,-1.005275,3.000848,0.63484997,-2.2710128,-4.758738,-0.55145496,-0.22082989,-2.6596718,2.3344233,0.49441803,0.4806515,-0.79040736,-0.50187373,-0.8236166,0.20046978,1.8472062,-2.678464,0.07240094,-1.295861
CPX-8624,-2.473818,-0.11701167,-0.81072974,0.94067436,-1.1917931,1.130715,-3.2834263,1.2975013,-4.7065506,1.8350345,-2.1985993,-0.23091425,-1.3946884,-0.9173818,2.973515,0.56446445,-2.3250725,-4.498053,-0.6786714,-0.11208872,-2.3830287,2.1832304,0.6255573,0.67772466,-0.6266552,-0.58432424,-0.7967081,0.2910022,1.7038218,-2.544543,0.24509323,-1.2645372
CPX-8625,-2.8902137,-0.6228207,-0.22944905,1.592194,-1.8286322,1.0274688,-3.2404222,0.47144157,-4.81418,1.719117,-2.503191,0.34904027,-1.0036021,-1.408082,2.6588638,1.2785357,-2.00389,-5.1491327,-0.29224893,-0.5322608,-2.6297724,2.5349126,0.13923146,0.21547289,-1.0021331,-0.24694902,-1.1241688,-0.09857884,1.8504977,-2.5860546,-0.7091628,-1.3239211
CRX,1.4068588,-6.407233,-3.0861242,8.345739,11.3543005,2.6493433,-3.2602758,-6.1634583,-4.857074,6.668132,-9.640784,9.823343,-1.7358856,-17.888206,-14.485439,0.59411556,-10.0793,-6.8462577,-9.680463,-3.4586995,0.21730104,5.56036,-5.057286,-4.1531653,0.08604059,8.484312,1.1925342,-1.082865,-9.04402,-2.627327,2.5258262,3.2290623
ACTA2,-0.1790577,-1.6197673,-0.7734079,1.8148185,2.07832,0.8519588,-2.3346283,-1.0698236,-1.7539954,0.7936689,-2.584736,1.5192466,-0.5552964,-2.9245028,-2.0812736,1.5891578,-3.4259963,-3.0901315,-2.4741578,-1.1090906,0.1444045,2.5866516,-0.87642825,1.2782326,0.7293076,1.3991697,-0.45366535,-0.04342009,-1.6768514,0.05496072,0.34702802,0.041225456
HDAC5,-2.1634192,0.8157902,-1.3869663,-0.15617484,-1.4841485,0.56778145,-3.53993,3.1282473,-5.5567026,2.0585794,-1.954516,-0.7341249,-1.8210407,1.378503,3.8903327,-0.899471,-1.9302186,-4.657137,-1.4304656,1.5992582,-2.2550578,2.0086188,0.5716355,1.0222945,-0.57202286,-0.36927736,0.47865465,1.776006,2.063964,-3.671387,2.3769288,-2.1907556
CPX-77,-3.1652267,-1.4502261,-0.59749806,2.38293,-0.16671814,1.5301708,-3.1938195,-0.74884856,-4.485643,2.1378367,-3.4890132,0.20721269,-1.5963558,-4.005636,1.7592502,1.399698,-3.3439145,-4.599448,0.14847592,-2.312156,-4.0520053,2.5434165,0.6697847,-0.99019146,-1.2142133,-0.74100953,-1.8985553,-1.8635106,1.0402536,-1.764566,-1.8743666,0.05552651
CPX-80,-3.2310357,-1.1980805,-0.57436955,2.1910193,-0.8328858,1.5769596,-3.3642712,-0.84319276,-4.4301353,1.9994948,-3.0207949,-0.5839586,-1.8644089,-3.6974268,2.6697206,1.2514756,-3.2125535,-4.590659,0.5928092,-2.3098443,-4.7123656,2.3568387,1.0354012,-0.62046325,-1.1889436,-1.2124811,-2.0934649,-1.9780718,1.7024412,-1.6187202,-1.7372315,0.17006731
